,filename,sentence,PiPP
2364529,bold-faced-lie.epub.txt,"She looked at the people around her, this time more carefully and, as a former prisoner spoke of life in the dark, cement dormitories, Dunai listened with only half an ear.",F
127510,destination-havana.epub.txt,Surely I knew almost as much as the same aircraft manufacturer but some people just don't want to hear the truth.,F
3355650,fathers-day-on-holy-ghost-creek.epub.txt,"His thinking was that due to the circumstances, what with the dead guy and all, people wouldn't stay away for long, they wouldn't be doing the things they came here to do such as hiking or fishing.",F
1399008,the-dukes-mistress-regency-unlaced-1.epub.txt,"A smile curved his lips as he realized, by the glow in Thea's eyes, that she had used that name deliberately to draw his attention back to her and away from the thoughts that were making him frown.",F
1432439,mandy.epub.txt,"No doubt, he meant to kill her as soon as he had the diary.",F
4535327,the-mysterious-case-of-betty-blue.epub.txt,"Gene saw it as a passing phase, but people were really nuts these days and the advertising was even madder.",F
1507220,first-spritz-is-free-confessions-of-venice-addicts.epub.txt,As long as they stay.,F
200629,7-cups-for-the-searching-soul.epub.txt,"If I am raised by parents that value submissiveness and compliance and I establish this as a pattern of relating, then I'll feel most comfortable in relationships with friends and romantic partners that are dominant or difficult to please.",F
1750633,james-and-the-changing-red.epub.txt,"""Oh I'm not James, Philip is"" she smiled as she took up a glass from the little bar and took a sip of brandy, her eyes fixed firmly on the two in front of them.",F
5557581,updv-updated-bible-version-217.epub.txt,"**** 12 And the priest will take one of the he-lambs, and offer him for a trespass-offering, and the log of oil, and wave them for a wave-offering before Yahweh: **** 13 and he will kill the he-lamb in the place where the sin-offering is killed and the burnt-offering, in the place of the sanctuary: for as the sin-offering is the priest's, so is the trespass-offering: it is most holy: **** 14 and the priest will take of the blood of the trespass-offering, and the priest will put it on the tip of the right ear of him who is to be cleansed, and on the thumb of his right hand, and on the great toe of his right foot.",F
568297,out-of-order.epub.txt,Dread filled Charlie's heart as she made herself as small as she could on the bench behind the door.,F
4024848,alien-species-intervention-books-1-3.epub.txt,His movements seemed to be in slow motion as he fastened himself in.,F
4860031,snatchers-volume-one-the-zombie-apocalypse-series-box-set-bo.epub.txt,"He stood back as Laz tried to recover his breathing, and this time instead of bringing the gun down, he delivered a blow by swinging the butt of the shotgun like a baseball bat, into the side of the head of what used to look like, a teenage checkout girl.",F
4700539,the-kinshield-legacy.epub.txt,"When he pressed his horse through the parting swordswomen, she did as well and stopped her mount beside him.",F
4026881,migrations-volume-i-dont-forget-to-breathe.epub.txt,"Bunnu chose now to view Ottoman's protagonist as a comical addendum to the main story, which is to say, he favored Rakesh-7's perspective.

""",F
953428,weightless.epub.txt,"One scenario, one awful confluence of events, niggled at him as a possibility—Haslet Burnell.",F
3762702,at-harpers-ferry.epub.txt,He stopped as he finally realized what she said.,F
3765009,el-porto-summer.epub.txt,"If you worked as hard at math as you have at learning to surf, would it make a difference?",F
5533149,money-for-nothing.epub.txt,"""So in essence, I can ignore Big Nicks challenge and go over his head, if instead of fabricating some farcical relationship with a woman; I can instead secure the ultimate relationship and land Food United Group as a client.",F
2767863,miss-ferribys-clients.epub.txt,And now the past is back to haunt them - like the bloated corpse Frank B Heinman saw rising to the surface in the East River as a boy.,F
5628192,thanks-always-returns.epub.txt,"Strong forces  
Led adults to work outside  
Their homes – not stated force of pride,  
Of ideals or of women's lib:  
Each sought just to make life as good  
As they knew in their childhood  
As westward of the iron curtain  
Things were much the same, for certain,  
But the people named great causes  
As the reasons for the losses  
Of their childrens' access to  
The close-knit lives their elders knew.",F
4607758,violet.epub.txt,"Rebecca kept weeping into Thomas's shoulder as Violet was dragged away, screaming.",F
5064588,islam-from-purism-to-extremism-of-spiritually-misled-some-mu.epub.txt,This is most important when it has the greatest impact on societies such as twisted-faith extremism.,F
3000514,expository-thoughts-on-the-gospel-of-john-a-commentary.epub.txt,"There is laid up in Him, as in a treasury, a boundless supply of all that any sinner can need, either in time or eternity.",F
587971,fang-and-claw.epub.txt,Lacey was preoccupied as she and Colton left the lab.,F
3762716,at-harpers-ferry.epub.txt,Her voice began to slur as the now near-empty bottle dangled in her hand.,F
1997776,murder-and-mischief-in-the-hamptons.epub.txt,"I was genuinely thrilled when anyone took a few moments to talk to me, and we gabbed about creativity and art in general, as well as their own personal creations.",F
3930121,the-conundrums-of-psychology.epub.txt,These are empirically meaningful only inasmuch as they are empirically (directly and therefore semantically) applicable to a limited area.,F
127039,building-on-foundations-for-eternal-life.epub.txt,"For no prophecy was ever produced by the will of man, but men spoke from God as they were carried along by the Holy Spirit.",F
4007251,a-trainers-tale.epub.txt,"Her tongue snaked inside my mouth, gently lapping at my cheeks as I returned her affection as best I could.",F
2180884,london-in-limbo.epub.txt,"""People don't have to survive as much today.",F
4860319,snatchers-volume-one-the-zombie-apocalypse-series-box-set-bo.epub.txt,"""One of them got me up there, as we were trying to get in the van.""",F
4998058,the-order-of-the-acolyte-bonds-of-blood-love-and-war.epub.txt,Jean Paul questioned as he reached his hand gently near my scarred up eye.,F
3795728,the-fae-lords-companion-part-one.epub.txt,I glanced out the window again as the carriage turned.,F
485056,the-caregiver-book-1-of-the-caregiver-series.epub.txt,"He withdrew it quickly, as if he had hurt me.",F
5476323,the-garden-on-sunset-a-novel-of-golden-era-hollywood.epub.txt,"""As long as you know what you're doing.""",F
2498879,avmas-current-role-in-global-veterinary-activities.epub.txt,"The EB liaison to the AAHA attended, as did the AVMA President, President-Elect, and EVP; a meeting of AVMA and AAHA leadership was held during the AAHA Convention to discuss issues of mutual interest.",F
891312,watch-it-turn.epub.txt,This time though she embraced Ajja instead of just greeting him verbally.,F
3540500,the-amplifier-protocol-amplifier-0.epub.txt,Such as summoning a greater demon in the middle of LA in broad daylight.,F
3083166,cry-of-the-eagle-spirits-vol-ii-the-chronicles-of-heavens-wa.epub.txt,"One day, after being romanced, I said to my former lover as I rubbed the man's elixir between my fingers, 'So powerful with energy this blood is that a dream vision it can produce when you merely rub it upon my skin.",F
2223972,the-iron-bells.epub.txt,I narrow my eyes as I try to put my thoughts into words.,F
5067677,bridging-the-gap-friends-are-family-book-2.epub.txt,They understood and so that transition from Earth to Heaven wasn't one of re-learning but remembering and have that (remembering) happen as if in a snap so they could return and offer more of themselves after they have learned and absorbed more of their experiences here.,F
2096483,birth.epub.txt,"Central in mind, underpinning our consciousness is a desirable state, referred to in religious experience as ""the peace that surpasses all understanding.""",F
5650203,just-the-ticket-part-one-the-impossible-dream.epub.txt,"A year later, he and Barbara emigrated to London where, as a specialist paediatrician, he cared for the children of many world-famous people in the arts, from classical conductors to actors, film-makers and pop stars.",F
2123272,demon-moon-xoe-meyers-young-adult-urban-fantasy.epub.txt,I directed Jason as he drove us to Lucy's empty house.,F
2065394,the-quartet-jace.epub.txt,"Austin nodded in silence as they spun and moved back out to the balcony for the nice day of lousy shitty work, searching for a missing mysterious murderess.",F
4084082,the-russian-blonde.epub.txt,"""The Red Fleet"", as defenders of the Rodina, was expected to defeat the much weaker invaders of ""The Blue Fleet"" under Rear Admiral Ozhimkov.",F
293267,the-decoy-date.epub.txt,"Imogen stepped in front of her friend blocking her from another attack, she was breathing heavily and the rage remained in her eyes as she tried to calm herself down with deep shaking breaths.",F
864330,kades-dark-embrace.epub.txt,Sydney's body came alive as she felt the strength of his hands on her.,F
2637294,the-last-resort.epub.txt,"Swizelsticks began to run his fingers through his long beard, as he did in times of stress, and then he realised that his beard was mostly gone.",F
5652164,flawed-perfection.epub.txt,I swallowed and turned back to face the stage as Adam's bass echoed through the room.,F
4503663,i-did-not-cheat-intentionally.epub.txt,he questioned me and for a second it made me imagine as if I sitting in front of Mr. AMITABH BACHHAN and playing KBC.,F
